Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
46,No,Travel_Rarely,Sales,4,Technical Degree,Female,1,Sales Representative,2,Divorced,11532,No,3,35,6,3,28,0
20,No,Non-Travel,Sales,4,Medical,Male,1,Manager,2,Married,10645,No,3,22,5,2,15,12
36,No,Non-Travel,Sales,3,Human Resources,Male,5,Sales Executive,2,Married,19000,Yes,3,37,0,4,37,0
20,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Director,2,Single,12223,No,3,27,3,1,27,4
31,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,2,Healthcare Representative,2,Married,15828,Yes,3,37,0,2,37,15
57,No,Travel_Rarely,Research & Development,4,Human Resources,Female,5,Research Scientist,1,Married,20000,No,3,30,1,3,30,14
21,No,Travel_Rarely,Human Resources,5,Life Sciences,Female,5,Manager,2,Divorced,17600,No,3,31,6,1,13,13
28,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,5,Research Scientist,1,Married,20000,Yes,3,32,6,2,32,15
48,No,Travel_Rarely,Sales,5,Human Resources,Male,3,Manager,2,Divorced,15775,No,3,21,1,1,8,8
49,No,Travel_Rarely,Human Resources,1,Life Sciences,Female,3,Manager,1,Married,12217,No,3,26,0,1,26,10
44,No,Travel_Rarely,Sales,1,Human Resources,Male,3,Manager,1,Married,14600,No,3,23,0,4,23,16
47,No,Travel_Rarely,Human Resources,1,Life Sciences,Male,4,Human Resources,1,Married,13540,No,3,12,4,3,12,12
19,No,Travel_Rarely,Sales,3,Medical,Male,2,Manager,3,Divorced,13710,No,3,25,0,2,25,1
26,No,Travel_Rarely,Human Resources,3,Medical,Male,5,Manager,1,Married,17600,No,3,32,6,3,28,12
45,No,Travel_Rarely,Sales,3,Technical Degree,Female,5,Sales Representative,1,Married,18255,No,3,27,0,4,27,13
48,Yes,Non-Travel,Human Resources,5,Life Sciences,Female,3,Manager,2,Single,14289,Yes,3,27,5,4,27,10
51,No,Travel_Frequently,Research & Development,3,Medical,Female,5,Healthcare Representative,1,Single,15175,No,3,7,5,2,7,7
32,No,Travel_Rarely,Human Resources,2,Technical Degree,Male,5,Human Resources,1,Married,17600,No,3,38,1,2,22,2
42,No,Travel_Rarely,Sales,1,Marketing,Male,1,Sales Representative,4,Single,11421,No,3,28,5,4,28,16
53,No,Travel_Rarely,Research & Development,5,Medical,Male,5,Healthcare Representative,3,Single,20000,No,3,23,0,2,4,4
25,No,Travel_Rarely,Human Resources,1,Medical,Male,4,Manager,4,Married,16277,No,3,33,2,1,6,6
26,No,Travel_Rarely,Research & Development,3,Other,Male,3,Research Director,2,Single,17180,No,3,35,0,1,35,9
54,No,Travel_Rarely,Research & Development,5,Human Resources,Male,2,Research Scientist,3,Divorced,13993,Yes,3,26,6,4,26,7
56,Yes,Travel_Rarely,Research & Development,4,Marketing,Male,2,Laboratory Technician,3,Married,13553,Yes,3,14,4,3,1,1
49,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,4,Married,10541,No,3,24,3,2,24,17
34,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Research Scientist,3,Single,11787,No,3,12,6,2,8,4
52,No,Travel_Rarely,Research & Development,3,Marketing,Female,2,Research Director,4,Married,12258,No,3,26,1,1,26,5
54,No,Travel_Rarely,Human Resources,2,Life Sciences,Female,3,Manager,1,Married,10534,No,3,8,5,2,0,0
36,No,Travel_Rarely,Sales,2,Medical,Female,3,Sales Executive,4,Divorced,14188,No,3,34,2,3,22,10
46,Yes,Travel_Rarely,Sales,4,Other,Male,4,Sales Executive,3,Married,16893,No,3,22,6,2,9,9
24,No,Travel_Rarely,Human Resources,3,Technical Degree,Female,1,Manager,3,Single,11011,No,3,38,3,2,24,15
45,No,Travel_Frequently,Human Resources,3,Technical Degree,Female,2,Manager,2,Married,11067,No,3,22,2,1,2,2
26,No,Travel_Rarely,Research & Development,1,Marketing,Male,4,Laboratory Technician,2,Single,18491,No,3,25,1,2,5,1
45,Yes,Travel_Rarely,Research & Development,5,Human Resources,Male,1,Laboratory Technician,2,Divorced,10395,Yes,3,5,5,4,5,4
23,Yes,Travel_Rarely,Sales,5,Life Sciences,Female,2,Manager,2,Divorced,10842,Yes,3,13,4,4,1,0
46,No,Travel_Frequently,Sales,1,Other,Male,2,Manager,3,Married,13303,No,3,31,6,3,17,3
34,No,Travel_Rarely,Research & Development,5,Other,Male,3,Healthcare Representative,2,Married,17465,No,3,22,6,3,22,3
33,No,Travel_Rarely,Research & Development,2,Marketing,Male,5,Research Scientist,4,Divorced,17460,No,3,1,6,3,1,1
40,No,Travel_Rarely,Research & Development,5,Human Resources,Male,1,Healthcare Representative,1,Married,10106,No,3,11,1,3,11,8
48,No,Non-Travel,Sales,5,Human Resources,Male,2,Sales Executive,3,Married,13915,Yes,3,21,2,1,21,11
20,Yes,Non-Travel,Human Resources,1,Human Resources,Male,1,Manager,2,Divorced,11264,No,4,36,2,2,36,9
38,No,Travel_Rarely,Human Resources,4,Technical Degree,Male,4,Human Resources,3,Married,16878,No,3,21,1,1,19,1
43,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,4,Research Director,2,Married,20000,Yes,3,38,6,3,38,10
53,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,5,Research Scientist,3,Divorced,19214,No,3,23,0,2,23,9
59,No,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,2,Married,12908,No,3,19,1,4,19,5
54,No,Travel_Rarely,Research & Development,1,Medical,Male,3,Laboratory Technician,1,Married,14020,No,4,12,5,1,0,0
39,No,Non-Travel,Research & Development,4,Marketing,Male,2,Laboratory Technician,2,Single,12709,Yes,3,15,5,2,0,0
59,No,Travel_Rarely,Sales,1,Life Sciences,Female,1,Manager,4,Married,6469,No,3,16,4,4,16,1
29,No,Travel_Rarely,Human Resources,2,Technical Degree,Male,4,Human Resources,3,Single,14788,No,3,7,1,4,0,0
59,No,Travel_Rarely,Research & Development,1,Marketing,Male,1,Research Scientist,3,Married,10346,Yes,3,29,3,3,29,15
30,No,Non-Travel,Human Resources,2,Medical,Female,5,Human Resources,4,Married,16360,No,3,32,5,4,2,2
28,No,Travel_Rarely,Research & Development,2,Other,Female,4,Laboratory Technician,4,Divorced,16446,No,3,30,5,4,10,0
33,Yes,Travel_Frequently,Research & Development,1,Marketing,Male,3,Research Director,1,Married,14016,No,3,23,5,3,23,7
25,No,Travel_Rarely,Research & Development,3,Human Resources,Female,4,Research Scientist,3,Divorced,17683,No,3,21,0,2,21,15
57,No,Travel_Rarely,Human Resources,1,Medical,Male,2,Human Resources,1,Married,13366,Yes,3,36,3,2,25,17
57,No,Travel_Rarely,Human Resources,5,Human Resources,Male,2,Human Resources,3,Divorced,11010,No,4,12,6,3,12,12
19,No,Travel_Rarely,Sales,5,Technical Degree,Male,4,Sales Executive,3,Married,16823,No,3,17,6,1,0,0
47,No,Non-Travel,Sales,3,Life Sciences,Male,5,Manager,1,Married,19000,Yes,3,29,1,3,23,11
47,No,Travel_Rarely,Research & Development,2,Marketing,Female,2,Research Director,3,Single,14062,No,3,31,0,2,9,7
29,No,Travel_Rarely,Research & Development,3,Marketing,Male,2,Research Director,3,Married,14675,No,3,39,5,1,34,9
27,No,Travel_Rarely,Human Resources,5,Human Resources,Male,3,Manager,1,Married,14364,No,3,23,6,3,23,13
28,No,Non-Travel,Sales,3,Human Resources,Female,4,Sales Executive,2,Married,14970,No,3,27,3,2,27,4
32,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,2,Research Scientist,1,Divorced,14244,Yes,3,35,6,2,35,17
33,Yes,Non-Travel,Research & Development,3,Marketing,Male,5,Research Scientist,3,Divorced,20000,No,4,18,3,2,15,15
34,No,Non-Travel,Human Resources,2,Life Sciences,Female,1,Human Resources,4,Divorced,11079,Yes,3,39,0,4,39,14
43,No,Travel_Rarely,Research & Development,1,Human Resources,Male,4,Healthcare Representative,2,Married,19250,Yes,3,25,6,4,15,5
19,Yes,Travel_Rarely,Research & Development,4,Other,Female,3,Research Director,4,Divorced,14415,No,4,16,5,1,16,10
29,No,Non-Travel,Research & Development,5,Human Resources,Female,2,Healthcare Representative,2,Divorced,13014,No,4,23,0,1,14,10
43,Yes,Non-Travel,Research & Development,5,Medical,Female,5,Healthcare Representative,4,Single,19633,No,3,15,2,1,15,15
40,No,Travel_Rarely,Sales,3,Human Resources,Male,4,Sales Representative,2,Married,19000,Yes,3,33,5,4,14,14
35,Yes,Travel_Rarely,Sales,1,Human Resources,Male,5,Sales Representative,1,Single,19000,No,3,33,0,1,33,17
49,No,Travel_Rarely,Human Resources,4,Other,Male,5,Human Resources,2,Single,17600,No,4,35,1,2,10,10
55,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,3,Healthcare Representative,2,Single,11473,No,3,6,6,2,0,0
20,No,Travel_Frequently,Human Resources,5,Medical,Male,4,Manager,2,Single,17600,No,3,29,5,1,14,1
55,No,Non-Travel,Human Resources,1,Medical,Female,2,Human Resources,3,Married,9665,No,3,25,4,1,25,8
20,No,Non-Travel,Research & Development,4,Marketing,Male,3,Healthcare Representative,4,Married,15232,No,3,12,5,4,3,3
47,No,Travel_Rarely,Research & Development,3,Other,Male,2,Laboratory Technician,1,Single,14064,Yes,3,23,2,2,4,4
18,No,Non-Travel,Human Resources,2,Technical Degree,Female,1,Manager,4,Married,9708,No,3,34,0,3,34,9
47,No,Travel_Rarely,Research & Development,1,Marketing,Male,5,Laboratory Technician,4,Divorced,20000,No,4,26,4,3,12,3
49,Yes,Travel_Rarely,Sales,2,Marketing,Female,1,Sales Executive,1,Divorced,9186,No,3,20,2,4,9,5
45,Yes,Travel_Frequently,Research & Development,5,Marketing,Male,5,Laboratory Technician,3,Married,20000,Yes,3,10,1,4,10,10
38,No,Travel_Rarely,Sales,3,Medical,Male,3,Sales Executive,2,Married,14637,No,3,17,5,4,17,3
30,No,Travel_Frequently,Human Resources,3,Life Sciences,Male,2,Human Resources,3,Single,12586,No,3,33,6,2,33,14
44,Yes,Non-Travel,Research & Development,1,Human Resources,Male,2,Research Scientist,3,Single,15517,No,3,38,4,1,38,15
53,No,Travel_Rarely,Sales,3,Medical,Female,3,Sales Representative,2,Single,14155,No,3,22,6,1,22,6
24,No,Non-Travel,Research & Development,1,Human Resources,Male,4,Research Scientist,4,Married,18938,No,3,37,0,4,6,6
39,No,Travel_Rarely,Research & Development,1,Human Resources,Male,1,Research Scientist,2,Divorced,13284,No,3,38,0,2,38,18
27,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,1,Research Scientist,1,Single,13535,No,3,37,1,3,2,2
56,No,Non-Travel,Sales,3,Marketing,Male,2,Sales Executive,2,Single,12474,Yes,3,11,2,4,11,11
32,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Female,2,Research Scientist,4,Single,13010,No,3,25,4,2,6,5
32,No,Non-Travel,Research & Development,2,Marketing,Male,2,Research Scientist,3,Married,13559,No,3,25,1,4,25,10
21,No,Travel_Rarely,Research & Development,4,Medical,Female,3,Laboratory Technician,3,Married,16345,No,3,32,2,2,32,15
49,No,Travel_Frequently,Research & Development,2,Human Resources,Female,4,Healthcare Representative,2,Married,17951,No,3,36,3,2,36,7
40,No,Non-Travel,Human Resources,2,Technical Degree,Male,1,Manager,1,Single,9658,Yes,3,18,3,4,14,10
23,No,Non-Travel,Research & Development,1,Other,Female,5,Research Scientist,4,Married,18632,No,3,32,2,1,1,1
41,No,Travel_Rarely,Research & Development,5,Medical,Male,3,Laboratory Technician,3,Single,18460,No,4,35,0,4,6,6
37,No,Travel_Rarely,Human Resources,5,Medical,Male,1,Human Resources,2,Married,11622,No,3,31,0,1,31,9
54,No,Non-Travel,Research & Development,5,Other,Male,4,Research Director,1,Single,17987,Yes,3,9,3,1,3,3
37,No,Travel_Rarely,Sales,2,Marketing,Female,3,Sales Executive,1,Divorced,15040,No,3,33,0,3,19,3
29,No,Travel_Rarely,Sales,1,Human Resources,Female,1,Sales Representative,3,Married,9498,No,3,35,6,2,35,14
50,No,Non-Travel,Research & Development,3,Marketing,Male,3,Healthcare Representative,3,Married,17681,No,3,35,0,4,31,12
45,No,Travel_Rarely,Research & Development,2,Marketing,Female,1,Laboratory Technician,4,Married,9898,No,4,27,2,2,27,1
25,No,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Director,1,Married,9143,No,3,14,5,3,12,1
18,No,Travel_Rarely,Sales,1,Marketing,Male,4,Sales Executive,4,Single,15867,No,3,17,2,1,0,0
54,No,Travel_Rarely,Sales,4,Life Sciences,Male,5,Manager,1,Married,19000,No,3,34,0,4,34,8
39,Yes,Non-Travel,Sales,2,Other,Female,4,Sales Executive,1,Married,15732,No,4,29,2,2,29,12
23,No,Travel_Frequently,Research & Development,4,Other,Female,1,Healthcare Representative,2,Married,12151,No,3,35,4,3,35,2
38,No,Travel_Frequently,Research & Development,4,Human Resources,Male,3,Research Scientist,3,Married,17040,No,3,24,3,1,24,8
49,No,Non-Travel,Research & Development,5,Other,Male,4,Laboratory Technician,1,Divorced,20000,No,3,39,5,1,15,12
52,No,Non-Travel,Research & Development,1,Marketing,Male,5,Healthcare Representative,4,Married,20000,Yes,3,18,4,2,18,1
32,No,Travel_Frequently,Human Resources,4,Marketing,Male,1,Human Resources,3,Single,12361,No,4,34,4,1,0,0
22,No,Travel_Rarely,Sales,1,Technical Degree,Male,4,Manager,4,Married,14570,No,3,4,0,3,4,4
23,Yes,Travel_Rarely,Research & Development,5,Human Resources,Female,4,Laboratory Technician,3,Single,15106,Yes,3,21,0,1,21,15
42,No,Travel_Rarely,Research & Development,1,Human Resources,Male,4,Laboratory Technician,3,Married,18574,Yes,4,23,4,4,23,1
57,No,Travel_Rarely,Research & Development,2,Other,Male,4,Research Director,1,Married,20000,Yes,3,36,4,4,36,5
46,No,Travel_Rarely,Research & Development,4,Marketing,Male,3,Laboratory Technician,2,Single,18974,No,3,35,1,2,35,7
24,No,Travel_Rarely,Human Resources,1,Life Sciences,Female,5,Human Resources,1,Divorced,17600,No,4,35,1,3,35,4
57,No,Travel_Rarely,Human Resources,3,Technical Degree,Female,5,Human Resources,3,Married,17600,Yes,3,35,6,1,3,3
30,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,1,Manager,1,Married,13126,No,3,35,3,1,35,0
55,No,Travel_Rarely,Human Resources,4,Marketing,Female,2,Manager,1,Single,13127,No,4,34,4,1,17,8
35,No,Travel_Rarely,Research & Development,5,Human Resources,Male,3,Research Scientist,3,Married,17972,No,3,30,2,4,15,9
19,No,Travel_Frequently,Sales,5,Human Resources,Male,1,Manager,3,Divorced,12553,No,3,31,5,3,17,3
25,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Director,1,Married,13349,No,3,36,1,1,21,2
28,No,Travel_Rarely,Human Resources,2,Medical,Male,4,Manager,1,Divorced,17127,No,3,31,0,2,1,1
50,No,Travel_Rarely,Research & Development,2,Marketing,Male,2,Research Scientist,1,Single,13464,Yes,3,36,4,3,20,14
55,No,Travel_Rarely,Sales,5,Human Resources,Female,2,Sales Representative,4,Married,13325,Yes,3,38,2,3,35,10
44,No,Non-Travel,Research & Development,5,Other,Female,3,Laboratory Technician,1,Divorced,17332,No,3,38,5,1,38,13
37,Yes,Travel_Rarely,Sales,4,Medical,Female,2,Sales Representative,4,Married,13832,No,3,38,2,4,38,5
29,No,Travel_Rarely,Sales,2,Human Resources,Male,1,Sales Representative,2,Single,10098,No,3,31,6,3,28,11
48,No,Travel_Frequently,Sales,5,Other,Male,2,Sales Executive,4,Married,13711,Yes,4,25,2,2,25,12
44,No,Travel_Rarely,Sales,2,Human Resources,Female,2,Sales Executive,1,Married,10517,Yes,3,20,0,3,20,16
49,No,Travel_Rarely,Sales,5,Medical,Male,5,Manager,2,Married,19000,No,3,19,1,4,16,15
27,No,Travel_Rarely,Sales,1,Life Sciences,Male,1,Manager,4,Married,12124,No,3,36,2,2,15,2
20,Yes,Travel_Rarely,Research & Development,3,Marketing,Male,2,Research Scientist,4,Married,14083,No,3,30,5,4,30,1
44,No,Travel_Rarely,Sales,1,Medical,Female,2,Manager,3,Married,13076,No,4,37,1,1,8,8
52,No,Travel_Rarely,Sales,5,Medical,Male,4,Sales Executive,2,Single,18673,No,3,30,6,3,30,8
48,Yes,Travel_Rarely,Human Resources,3,Human Resources,Male,2,Manager,3,Married,13761,No,3,39,6,2,13,2
32,No,Travel_Rarely,Research & Development,3,Other,Female,2,Healthcare Representative,2,Married,13765,No,3,36,3,4,36,17
33,No,Travel_Rarely,Research & Development,5,Medical,Male,5,Laboratory Technician,4,Divorced,19852,Yes,3,4,0,1,1,1
30,No,Travel_Rarely,Sales,5,Marketing,Male,1,Sales Executive,3,Single,10298,No,3,23,1,2,13,13
52,No,Travel_Rarely,Sales,2,Life Sciences,Male,3,Sales Executive,1,Married,17576,No,3,32,6,3,32,13
28,No,Non-Travel,Sales,5,Other,Male,1,Manager,4,Single,11697,No,3,34,6,3,34,1
38,Yes,Travel_Rarely,Sales,4,Life Sciences,Female,4,Sales Executive,2,Single,18310,No,3,38,1,4,38,16
28,No,Travel_Rarely,Sales,5,Life Sciences,Male,1,Sales Representative,2,Married,11561,No,3,29,2,2,19,7
47,Yes,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Representative,3,Married,9472,Yes,3,2,5,1,1,1
52,No,Travel_Rarely,Sales,5,Human Resources,Female,4,Manager,3,Single,16815,Yes,3,21,2,1,18,17
39,No,Travel_Rarely,Sales,2,Other,Female,1,Manager,2,Divorced,11552,Yes,3,39,5,1,36,18
55,No,Travel_Rarely,Research & Development,4,Other,Female,4,Research Scientist,4,Divorced,15572,Yes,3,19,6,4,17,7
48,No,Travel_Rarely,Sales,1,Marketing,Male,3,Manager,3,Divorced,15607,No,3,31,6,1,15,7
31,No,Travel_Rarely,Research & Development,4,Other,Male,1,Laboratory Technician,1,Single,8335,No,3,6,0,2,3,2
41,No,Travel_Rarely,Research & Development,2,Medical,Female,2,Healthcare Representative,2,Married,10342,Yes,3,11,1,4,11,2
49,No,Travel_Rarely,Research & Development,4,Technical Degree,Female,4,Healthcare Representative,1,Married,15086,No,3,28,4,3,28,11
53,No,Travel_Rarely,Sales,5,Technical Degree,Male,5,Manager,2,Married,19000,No,3,24,6,4,6,6
49,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,4,Research Director,1,Married,20000,No,3,34,5,4,13,3
32,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,5,Laboratory Technician,4,Divorced,20000,No,3,23,5,4,11,11
52,No,Travel_Rarely,Sales,3,Other,Female,2,Sales Executive,2,Single,14405,No,3,39,2,2,34,13
20,No,Travel_Rarely,Human Resources,5,Marketing,Male,3,Human Resources,4,Divorced,12526,Yes,3,12,2,3,4,4
33,No,Travel_Frequently,Human Resources,1,Other,Male,5,Manager,3,Divorced,17600,No,3,38,6,3,16,8
22,No,Non-Travel,Sales,2,Marketing,Male,3,Manager,2,Married,14435,Yes,3,31,6,4,31,11
38,No,Travel_Rarely,Sales,4,Other,Female,4,Sales Representative,4,Married,14577,No,4,11,3,4,9,4
27,No,Non-Travel,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,1,Married,12075,No,3,16,5,4,16,10
36,No,Travel_Rarely,Research & Development,1,Medical,Male,5,Healthcare Representative,4,Married,17586,No,3,4,0,2,4,4
42,No,Non-Travel,Sales,5,Technical Degree,Female,4,Sales Representative,2,Married,15899,No,3,16,1,2,8,2
21,Yes,Travel_Frequently,Sales,2,Technical Degree,Female,1,Sales Executive,4,Divorced,10456,No,3,32,1,1,32,14
46,No,Travel_Rarely,Research & Development,1,Other,Male,4,Laboratory Technician,1,Single,20000,Yes,3,35,1,3,35,13
36,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,3,Laboratory Technician,1,Single,18654,No,4,35,5,1,35,10
19,No,Non-Travel,Research & Development,2,Technical Degree,Male,2,Healthcare Representative,1,Married,12408,No,3,17,2,1,17,17
27,No,Travel_Rarely,Research & Development,4,Other,Female,2,Research Scientist,3,Single,16472,No,3,39,0,4,8,7
42,Yes,Travel_Rarely,Research & Development,2,Human Resources,Male,4,Healthcare Representative,2,Married,18817,Yes,3,28,1,2,28,3
37,No,Travel_Rarely,Research & Development,3,Other,Female,1,Laboratory Technician,1,Married,11708,No,4,38,5,1,13,11
36,No,Travel_Rarely,Sales,2,Marketing,Female,3,Sales Executive,3,Divorced,15650,No,3,27,4,1,24,7
40,Yes,Travel_Rarely,Sales,3,Technical Degree,Male,4,Manager,1,Married,17254,No,3,15,6,1,14,5
41,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,4,Healthcare Representative,4,Married,13480,No,3,11,3,4,5,5
28,No,Non-Travel,Human Resources,3,Human Resources,Male,2,Human Resources,2,Single,12844,No,4,28,3,4,28,11
51,No,Non-Travel,Research & Development,4,Medical,Male,3,Research Director,4,Married,16182,No,3,22,1,2,14,14
45,No,Travel_Rarely,Research & Development,5,Other,Female,1,Research Director,3,Married,11652,No,3,28,2,1,28,15
22,No,Travel_Frequently,Sales,3,Medical,Female,2,Manager,4,Married,10422,No,3,15,3,1,3,3
22,Yes,Travel_Rarely,Research & Development,3,Other,Male,4,Research Scientist,4,Single,18983,No,3,25,3,2,17,17
38,No,Travel_Rarely,Research & Development,4,Human Resources,Female,2,Healthcare Representative,1,Single,14390,Yes,3,38,3,2,38,3
29,Yes,Non-Travel,Sales,3,Medical,Female,2,Sales Executive,4,Married,11460,Yes,3,21,3,2,15,10
21,No,Travel_Rarely,Sales,1,Life Sciences,Male,5,Sales Executive,1,Married,18561,No,3,10,1,3,10,10
59,No,Travel_Rarely,Research & Development,4,Human Resources,Female,2,Laboratory Technician,1,Married,10350,Yes,3,13,5,2,13,8
37,Yes,Travel_Rarely,Sales,1,Other,Male,2,Manager,2,Divorced,9796,No,3,8,0,4,2,2
55,No,Travel_Rarely,Sales,4,Marketing,Male,3,Sales Representative,3,Married,17523,Yes,3,37,0,3,37,11
42,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Representative,3,Married,11001,No,3,17,2,2,17,8
31,No,Travel_Frequently,Sales,1,Marketing,Female,1,Sales Representative,3,Married,9301,Yes,3,19,5,4,19,12
28,No,Non-Travel,Sales,3,Other,Female,4,Manager,1,Single,16721,No,3,25,6,2,24,15
49,No,Travel_Rarely,Human Resources,4,Technical Degree,Male,3,Manager,3,Married,16817,No,3,37,4,2,37,5
28,No,Travel_Frequently,Research & Development,3,Human Resources,Male,2,Research Director,1,Married,12634,No,3,22,0,3,12,9
35,No,Travel_Rarely,Research & Development,1,Human Resources,Female,1,Research Director,2,Married,9888,No,3,27,4,4,3,3
44,No,Travel_Rarely,Research & Development,1,Medical,Male,4,Research Director,3,Divorced,20000,Yes,3,37,0,1,13,6
35,No,Travel_Rarely,Research & Development,3,Human Resources,Female,3,Healthcare Representative,1,Single,16556,Yes,3,32,0,2,32,18
40,Yes,Travel_Rarely,Sales,2,Human Resources,Female,1,Sales Representative,3,Divorced,11184,No,3,27,2,3,27,18
28,No,Travel_Rarely,Research & Development,4,Medical,Male,2,Healthcare Representative,3,Married,15353,No,3,36,3,4,36,16
38,No,Travel_Rarely,Research & Development,4,Human Resources,Female,5,Research Director,2,Married,20000,No,3,39,2,2,7,7
22,Yes,Travel_Rarely,Research & Development,3,Human Resources,Male,5,Healthcare Representative,4,Divorced,20000,No,3,33,0,1,33,12
40,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,3,Research Director,3,Divorced,16688,No,3,38,5,4,4,1
58,No,Travel_Rarely,Sales,1,Other,Female,1,Sales Executive,2,Married,7534,Yes,3,11,3,4,4,4
42,No,Travel_Rarely,Sales,5,Medical,Female,4,Sales Representative,3,Married,18687,No,3,38,5,3,30,12
58,No,Non-Travel,Research & Development,5,Life Sciences,Male,1,Research Scientist,3,Married,11463,No,3,13,5,2,8,8
27,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,5,Research Scientist,3,Married,19626,No,3,31,5,2,31,0
39,Yes,Travel_Rarely,Research & Development,2,Medical,Male,3,Healthcare Representative,3,Single,17100,No,3,32,3,4,32,13
36,No,Travel_Rarely,Research & Development,2,Other,Male,2,Healthcare Representative,4,Single,13827,No,4,30,5,2,2,2
18,Yes,Travel_Rarely,Human Resources,4,Human Resources,Male,1,Manager,4,Divorced,11390,No,3,29,3,4,29,19
24,No,Travel_Frequently,Research & Development,1,Human Resources,Male,5,Research Scientist,3,Single,18525,Yes,3,11,4,1,11,11
21,No,Travel_Rarely,Sales,2,Life Sciences,Male,4,Manager,3,Single,18725,No,3,28,6,3,28,0
18,No,Travel_Rarely,Sales,5,Life Sciences,Female,3,Sales Executive,2,Divorced,16084,No,3,35,0,2,2,2
32,No,Non-Travel,Sales,1,Technical Degree,Female,2,Sales Executive,2,Single,14133,No,3,36,1,2,25,12
57,No,Travel_Rarely,Sales,1,Technical Degree,Male,1,Manager,1,Single,11076,No,3,29,5,3,29,14
29,Yes,Travel_Rarely,Sales,3,Other,Female,4,Sales Executive,4,Married,15726,Yes,3,15,2,1,8,8
39,Yes,Travel_Frequently,Sales,2,Human Resources,Male,2,Manager,3,Married,13166,No,3,25,4,1,25,15
39,No,Non-Travel,Sales,3,Marketing,Female,5,Sales Representative,4,Married,18832,No,4,39,2,1,1,1
34,No,Travel_Rarely,Sales,2,Technical Degree,Female,5,Sales Executive,2,Married,19000,No,3,38,1,1,2,2
46,No,Travel_Rarely,Human Resources,4,Human Resources,Male,4,Manager,4,Married,15379,No,4,18,3,1,3,3
31,No,Travel_Rarely,Sales,3,Technical Degree,Female,5,Sales Representative,4,Married,17821,Yes,3,24,1,4,24,7
37,No,Travel_Rarely,Research & Development,3,Medical,Male,3,Research Scientist,3,Married,16080,Yes,3,31,2,2,12,12
50,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,4,Healthcare Representative,3,Married,20000,No,3,38,1,2,38,2
32,No,Travel_Rarely,Human Resources,3,Human Resources,Female,5,Human Resources,2,Divorced,15454,Yes,3,34,0,2,34,11
29,No,Travel_Rarely,Sales,2,Technical Degree,Male,1,Sales Executive,3,Married,11066,No,4,22,1,4,22,19
57,No,Non-Travel,Research & Development,5,Life Sciences,Male,5,Healthcare Representative,2,Married,20000,No,3,26,5,3,8,8
37,No,Travel_Rarely,Human Resources,3,Marketing,Male,3,Manager,2,Single,13321,No,3,22,0,1,1,1
47,No,Travel_Frequently,Human Resources,3,Technical Degree,Female,2,Manager,1,Married,12427,No,4,30,5,3,30,15
55,No,Non-Travel,Research & Development,4,Human Resources,Male,2,Research Director,1,Single,12306,Yes,3,11,6,1,1,1
20,No,Non-Travel,Sales,3,Medical,Male,5,Manager,1,Married,19000,No,3,31,6,1,31,10
45,No,Travel_Rarely,Sales,1,Life Sciences,Female,2,Sales Representative,4,Divorced,9662,No,3,17,1,3,17,16
43,No,Non-Travel,Research & Development,5,Life Sciences,Female,5,Laboratory Technician,1,Married,18225,No,3,12,0,2,12,12
47,No,Travel_Rarely,Human Resources,1,Medical,Male,3,Human Resources,3,Single,11519,No,3,8,0,4,4,0
30,No,Travel_Rarely,Research & Development,5,Human Resources,Male,2,Research Scientist,3,Divorced,13644,Yes,3,19,6,3,9,9
30,No,Travel_Rarely,Research & Development,4,Other,Male,1,Research Director,1,Single,12692,No,3,24,1,2,24,14
19,No,Travel_Rarely,Sales,3,Marketing,Male,5,Sales Representative,4,Married,19000,No,3,33,4,1,33,17
54,No,Travel_Rarely,Research & Development,3,Other,Male,2,Laboratory Technician,2,Married,16230,No,3,36,3,2,36,13
