Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,EducationLabel,JobSatisfactionLabel,WorkLifeBalanceLabel,PerformanceLabel,JobLevelLabel
48,Yes,Travel_Rarely,Sales,1,Marketing,Female,1,Sales Representative,3,Married,11227,Yes,3,39,5,4,25,14,Below College,High,Best,Excellent,Junior
35,No,Non-Travel,Research & Development,1,Medical,Male,1,Healthcare Representative,2,Single,6611,No,3,4,2,2,0,0,Below College,Medium,Good,Excellent,Junior
55,No,Travel_Rarely,Research & Development,5,Technical Degree,Female,1,Research Scientist,2,Married,12163,Yes,3,37,2,2,37,11,Doctor,Medium,Good,Excellent,Junior
41,No,Travel_Frequently,Human Resources,5,Medical,Male,2,Manager,3,Single,12711,No,4,21,5,3,1,1,Doctor,High,Better,Outstanding,Mid
40,No,Non-Travel,Sales,4,Human Resources,Male,2,Manager,2,Married,15464,No,3,36,5,1,5,3,Master,Medium,Bad,Excellent,Mid
39,No,Travel_Rarely,Research & Development,3,Human Resources,Male,4,Healthcare Representative,4,Single,20000,Yes,3,37,1,4,37,0,Bachelor,Very High,Best,Excellent,Lead
19,No,Travel_Rarely,Sales,1,Life Sciences,Female,5,Sales Executive,3,Single,16927,Yes,3,23,0,4,23,3,Below College,High,Best,Excellent,Executive
48,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,5,Research Scientist,1,Single,19841,No,3,17,4,4,17,17,Doctor,Low,Best,Excellent,Executive
28,No,Non-Travel,Sales,1,Life Sciences,Male,4,Sales Executive,3,Divorced,17462,No,4,26,1,1,26,8,Below College,High,Bad,Outstanding,Lead
45,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,4,Research Director,3,Married,14817,No,3,12,3,4,7,7,Doctor,High,Best,Excellent,Lead
49,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Research Scientist,3,Married,10077,No,3,27,0,1,27,3,College,High,Bad,Excellent,Junior
22,No,Travel_Rarely,Sales,1,Life Sciences,Male,4,Manager,3,Married,14181,No,3,10,6,4,9,9,Below College,High,Best,Excellent,Lead
55,No,Travel_Rarely,Sales,2,Life Sciences,Male,2,Sales Executive,1,Married,11980,Yes,4,16,5,2,16,8,College,Low,Good,Outstanding,Mid
27,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,3,Research Director,1,Divorced,16659,No,3,28,2,1,28,12,Below College,Low,Bad,Excellent,Senior
57,No,Travel_Rarely,Research & Development,3,Other,Male,2,Research Director,1,Single,13708,No,3,20,0,3,5,5,Bachelor,Low,Better,Excellent,Mid
41,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,4,Research Director,3,Single,15554,No,3,13,5,4,13,10,Master,High,Best,Excellent,Lead
52,Yes,Non-Travel,Research & Development,2,Marketing,Male,5,Healthcare Representative,4,Divorced,19236,No,3,21,0,3,21,11,College,Very High,Better,Excellent,Executive
40,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,2,Research Scientist,4,Married,10066,No,3,13,6,1,5,5,Doctor,Very High,Bad,Excellent,Mid
34,No,Travel_Rarely,Sales,3,Technical Degree,Female,5,Manager,1,Single,18459,No,3,32,0,2,25,11,Bachelor,Low,Good,Excellent,Executive
18,No,Travel_Rarely,Sales,1,Life Sciences,Female,2,Sales Executive,4,Single,13071,No,3,38,6,3,38,15,Below College,Very High,Better,Excellent,Mid
48,No,Non-Travel,Sales,2,Other,Female,5,Sales Representative,4,Single,15815,No,3,12,0,3,11,4,College,Very High,Better,Excellent,Executive
48,No,Travel_Rarely,Human Resources,1,Human Resources,Male,2,Human Resources,4,Divorced,11938,Yes,3,34,3,2,34,19,Below College,Very High,Good,Excellent,Mid
59,No,Travel_Rarely,Research & Development,1,Other,Male,5,Research Scientist,4,Single,20000,Yes,3,33,2,2,13,11,Below College,Very High,Good,Excellent,Executive
59,No,Travel_Rarely,Research & Development,1,Other,Male,3,Healthcare Representative,4,Divorced,15326,No,3,21,0,1,21,10,Below College,Very High,Bad,Excellent,Senior
51,Yes,Travel_Frequently,Research & Development,4,Human Resources,Male,1,Research Director,2,Divorced,11759,Yes,3,22,5,4,22,8,Master,Medium,Best,Excellent,Junior
26,Yes,Travel_Rarely,Human Resources,4,Life Sciences,Male,2,Human Resources,1,Married,14014,No,3,36,3,3,6,6,Master,Low,Better,Excellent,Mid
39,No,Travel_Rarely,Sales,5,Life Sciences,Female,3,Sales Representative,3,Single,17032,No,3,39,1,3,39,2,Doctor,High,Better,Excellent,Senior
30,No,Travel_Rarely,Research & Development,2,Human Resources,Female,1,Healthcare Representative,4,Single,11550,Yes,3,36,0,1,24,19,College,Very High,Bad,Excellent,Junior
42,No,Non-Travel,Research & Development,3,Technical Degree,Female,2,Research Director,2,Married,9775,No,3,12,6,4,12,12,Bachelor,Medium,Best,Excellent,Mid
35,No,Travel_Rarely,Research & Development,3,Medical,Male,3,Research Scientist,3,Married,14964,No,3,20,3,1,20,13,Bachelor,High,Bad,Excellent,Senior
29,No,Non-Travel,Sales,3,Marketing,Female,3,Sales Executive,2,Married,11369,No,3,9,4,3,9,0,Bachelor,Medium,Better,Excellent,Senior
57,No,Travel_Rarely,Human Resources,1,Human Resources,Female,3,Manager,4,Married,15067,No,3,33,1,3,8,8,Below College,Very High,Better,Excellent,Senior
34,Yes,Travel_Rarely,Human Resources,4,Life Sciences,Male,4,Human Resources,4,Divorced,14498,No,3,15,2,2,14,7,Master,Very High,Good,Excellent,Lead
32,Yes,Travel_Rarely,Research & Development,2,Marketing,Female,5,Research Director,4,Married,20000,No,3,36,0,2,1,1,College,Very High,Good,Excellent,Executive
59,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Healthcare Representative,4,Married,11082,Yes,3,35,0,4,24,4,Below College,Very High,Best,Excellent,Junior
32,Yes,Travel_Rarely,Human Resources,4,Medical,Male,5,Human Resources,3,Divorced,17600,No,4,12,3,3,12,8,Master,High,Better,Outstanding,Executive
32,No,Travel_Rarely,Research & Development,4,Medical,Male,5,Research Scientist,3,Single,20000,No,3,33,2,3,33,2,Master,High,Better,Excellent,Executive
56,No,Travel_Rarely,Sales,2,Human Resources,Male,5,Manager,2,Single,19000,Yes,3,33,4,2,33,18,College,Medium,Good,Excellent,Executive
30,No,Non-Travel,Research & Development,2,Marketing,Male,3,Research Director,1,Single,16567,No,3,34,1,1,34,8,College,Low,Bad,Excellent,Senior
34,No,Travel_Rarely,Research & Development,2,Other,Female,5,Laboratory Technician,4,Single,20000,No,3,37,5,1,37,17,College,Very High,Bad,Excellent,Executive
49,No,Travel_Rarely,Research & Development,1,Marketing,Female,4,Laboratory Technician,2,Married,16202,No,3,31,2,3,2,2,Below College,Medium,Better,Excellent,Lead
26,Yes,Travel_Rarely,Research & Development,5,Other,Female,2,Laboratory Technician,2,Married,10481,No,4,5,0,3,5,0,Doctor,Medium,Better,Outstanding,Mid
57,No,Travel_Rarely,Human Resources,2,Medical,Female,3,Human Resources,2,Married,13915,No,3,33,3,4,18,1,College,Medium,Best,Excellent,Senior
37,No,Travel_Rarely,Human Resources,5,Life Sciences,Male,1,Human Resources,4,Divorced,8845,No,3,8,4,4,2,2,Doctor,Very High,Best,Excellent,Junior
43,No,Travel_Rarely,Research & Development,1,Other,Female,2,Research Director,4,Single,10781,No,3,17,3,2,17,13,Below College,Very High,Good,Excellent,Mid
44,Yes,Travel_Rarely,Sales,5,Other,Male,2,Sales Executive,2,Married,15830,No,3,38,1,3,38,0,Doctor,Medium,Better,Excellent,Mid
38,No,Travel_Frequently,Human Resources,3,Human Resources,Male,2,Manager,4,Single,9437,No,3,9,6,1,8,8,Bachelor,Very High,Bad,Excellent,Mid
35,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,5,Research Director,2,Single,20000,No,3,22,6,4,11,11,Doctor,Medium,Best,Excellent,Executive
30,No,Non-Travel,Sales,2,Medical,Male,5,Sales Executive,3,Married,16900,No,3,5,2,2,4,4,College,High,Good,Excellent,Executive
33,Yes,Travel_Rarely,Human Resources,1,Other,Male,3,Human Resources,4,Divorced,13409,Yes,3,23,3,2,2,2,Below College,Very High,Good,Excellent,Senior
26,No,Travel_Rarely,Human Resources,2,Medical,Male,5,Manager,3,Married,17600,Yes,3,23,5,1,10,10,College,High,Bad,Excellent,Executive
29,No,Travel_Rarely,Research & Development,3,Human Resources,Male,5,Research Director,1,Single,20000,No,3,29,5,4,29,13,Bachelor,Low,Best,Excellent,Executive
55,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,5,Research Scientist,4,Married,20000,Yes,4,30,6,1,3,3,College,Very High,Bad,Outstanding,Executive
36,No,Travel_Rarely,Research & Development,2,Marketing,Male,3,Research Director,1,Single,15216,Yes,3,29,6,2,4,4,College,Low,Good,Excellent,Senior
24,No,Non-Travel,Sales,2,Medical,Male,3,Manager,2,Single,16560,Yes,3,33,3,3,0,0,College,Medium,Better,Excellent,Senior
52,No,Travel_Rarely,Sales,4,Human Resources,Male,4,Manager,4,Married,18118,No,3,26,0,1,26,7,Master,Very High,Bad,Excellent,Lead
35,No,Travel_Rarely,Research & Development,3,Human Resources,Female,4,Laboratory Technician,4,Single,15937,Yes,3,27,3,2,27,1,Bachelor,Very High,Good,Excellent,Lead
33,No,Travel_Rarely,Sales,2,Human Resources,Male,4,Manager,4,Married,18772,No,3,34,4,3,28,1,College,Very High,Better,Excellent,Lead
56,No,Travel_Frequently,Sales,2,Marketing,Male,4,Sales Executive,1,Married,16994,No,3,17,2,3,17,9,College,Low,Better,Excellent,Lead
21,No,Travel_Rarely,Research & Development,2,Medical,Male,2,Research Scientist,1,Married,16312,No,3,39,1,4,11,2,College,Low,Best,Excellent,Mid
42,No,Travel_Rarely,Research & Development,1,Other,Male,2,Research Scientist,2,Single,12926,No,3,24,5,4,12,12,Below College,Medium,Best,Excellent,Mid
49,No,Travel_Rarely,Human Resources,4,Human Resources,Male,4,Human Resources,3,Divorced,14797,Yes,4,5,3,2,1,1,Master,High,Good,Outstanding,Lead
57,No,Travel_Rarely,Sales,1,Marketing,Male,4,Sales Executive,3,Married,17894,No,3,36,4,1,36,3,Below College,High,Bad,Excellent,Lead
30,No,Non-Travel,Sales,4,Life Sciences,Male,1,Sales Representative,1,Married,9503,No,3,15,6,3,15,13,Master,Low,Better,Excellent,Junior
34,No,Travel_Frequently,Research & Development,2,Technical Degree,Male,2,Healthcare Representative,4,Married,13565,No,3,23,5,4,23,9,College,Very High,Best,Excellent,Mid
54,No,Non-Travel,Research & Development,3,Medical,Male,1,Research Scientist,3,Married,10874,Yes,3,34,5,4,34,0,Bachelor,High,Best,Excellent,Junior
23,No,Non-Travel,Sales,5,Marketing,Female,1,Manager,3,Married,11859,No,3,37,1,1,21,3,Doctor,High,Bad,Excellent,Junior
36,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,5,Laboratory Technician,1,Married,20000,No,3,35,5,4,35,0,Doctor,Low,Best,Excellent,Executive
30,No,Travel_Rarely,Sales,2,Technical Degree,Male,3,Sales Executive,2,Single,15643,No,3,21,4,2,10,10,College,Medium,Good,Excellent,Senior
43,No,Non-Travel,Sales,1,Marketing,Male,2,Sales Representative,1,Married,13142,No,3,28,5,1,28,16,Below College,Low,Bad,Excellent,Mid
31,No,Travel_Rarely,Research & Development,3,Other,Female,4,Healthcare Representative,1,Divorced,18331,No,3,34,5,3,34,6,Bachelor,Low,Better,Excellent,Lead
48,No,Travel_Rarely,Research & Development,4,Other,Male,4,Research Scientist,4,Married,19983,No,3,32,3,2,14,14,Master,Very High,Good,Excellent,Lead
21,No,Travel_Rarely,Human Resources,2,Marketing,Male,3,Human Resources,1,Single,15229,No,3,30,3,3,30,14,College,Low,Better,Excellent,Senior
56,No,Non-Travel,Research & Development,3,Marketing,Female,2,Laboratory Technician,4,Married,13381,Yes,3,26,6,3,15,12,Bachelor,Very High,Better,Excellent,Mid
25,No,Travel_Rarely,Research & Development,3,Human Resources,Male,4,Research Scientist,2,Divorced,16605,No,3,17,2,4,9,1,Bachelor,Medium,Best,Excellent,Lead
42,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,4,Healthcare Representative,4,Married,20000,No,3,31,0,2,31,18,Master,Very High,Good,Excellent,Lead
30,Yes,Travel_Rarely,Sales,3,Other,Male,5,Sales Executive,2,Single,19000,No,3,12,4,2,1,1,Bachelor,Medium,Good,Excellent,Executive
49,No,Travel_Rarely,Research & Development,1,Human Resources,Female,1,Healthcare Representative,2,Divorced,10237,No,4,23,0,1,23,10,Below College,Medium,Bad,Outstanding,Junior
55,No,Travel_Frequently,Sales,1,Technical Degree,Male,4,Sales Representative,2,Single,16931,Yes,3,22,0,2,22,14,Below College,Medium,Good,Excellent,Lead
55,No,Non-Travel,Human Resources,1,Technical Degree,Female,2,Manager,1,Married,9366,No,3,10,5,1,1,1,Below College,Low,Bad,Excellent,Mid
45,No,Travel_Rarely,Sales,3,Technical Degree,Female,3,Sales Representative,4,Married,17069,No,3,38,6,2,37,8,Bachelor,Very High,Good,Excellent,Senior
47,Yes,Travel_Rarely,Research & Development,1,Marketing,Male,5,Laboratory Technician,3,Divorced,20000,No,4,30,1,3,30,8,Below College,High,Better,Outstanding,Executive
20,No,Travel_Frequently,Sales,4,Medical,Male,2,Sales Executive,1,Divorced,15798,No,3,39,1,1,39,19,Master,Low,Bad,Excellent,Mid
45,No,Travel_Rarely,Human Resources,3,Human Resources,Male,5,Manager,2,Divorced,17400,Yes,3,25,5,2,25,0,Bachelor,Medium,Good,Excellent,Executive
20,Yes,Non-Travel,Research & Development,5,Medical,Male,1,Healthcare Representative,3,Single,13540,No,3,31,6,1,28,16,Doctor,High,Bad,Excellent,Junior
51,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,4,Research Scientist,1,Divorced,16742,No,3,13,4,4,2,2,Bachelor,Low,Best,Excellent,Lead
33,No,Non-Travel,Sales,4,Life Sciences,Female,2,Sales Executive,3,Single,12577,No,3,28,0,4,13,9,Master,High,Best,Excellent,Mid
39,No,Travel_Rarely,Research & Development,5,Human Resources,Female,3,Research Director,2,Single,13969,No,3,24,2,1,24,4,Doctor,Medium,Bad,Excellent,Senior
49,Yes,Travel_Rarely,Sales,3,Technical Degree,Female,1,Sales Representative,3,Married,7212,No,3,3,6,1,0,0,Bachelor,High,Bad,Excellent,Junior
55,No,Travel_Rarely,Human Resources,1,Other,Male,1,Human Resources,3,Married,7660,No,3,10,0,3,2,2,Below College,High,Better,Excellent,Junior
25,Yes,Travel_Rarely,Sales,2,Life Sciences,Female,5,Sales Representative,2,Married,19000,No,3,39,1,2,25,5,College,Medium,Good,Excellent,Executive
25,Yes,Travel_Rarely,Sales,2,Medical,Female,1,Sales Representative,3,Married,9669,No,4,17,0,4,17,6,College,High,Best,Outstanding,Junior
23,No,Travel_Rarely,Sales,1,Medical,Female,2,Sales Executive,1,Divorced,11575,Yes,3,27,3,4,8,8,Below College,Low,Best,Excellent,Mid
31,No,Non-Travel,Research & Development,2,Other,Male,5,Laboratory Technician,3,Single,20000,No,3,37,3,2,37,5,College,High,Good,Excellent,Executive
49,No,Travel_Rarely,Research & Development,2,Marketing,Female,1,Laboratory Technician,4,Single,12354,No,3,34,2,4,22,7,College,Very High,Best,Excellent,Junior
52,Yes,Travel_Rarely,Sales,1,Technical Degree,Male,3,Sales Representative,1,Divorced,13511,No,4,20,4,4,20,11,Below College,Low,Best,Outstanding,Senior
27,No,Travel_Rarely,Research & Development,1,Marketing,Male,2,Laboratory Technician,3,Single,10612,Yes,4,7,0,1,0,0,Below College,High,Bad,Outstanding,Mid
20,No,Travel_Frequently,Research & Development,3,Human Resources,Male,3,Laboratory Technician,4,Married,15208,No,3,20,3,4,20,11,Bachelor,Very High,Best,Excellent,Senior
29,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Healthcare Representative,4,Married,15617,No,3,26,4,4,26,9,Bachelor,Very High,Best,Excellent,Senior
48,Yes,Travel_Rarely,Research & Development,1,Other,Female,5,Research Scientist,4,Married,14522,No,3,5,6,4,5,5,Below College,Very High,Best,Excellent,Executive
46,No,Non-Travel,Research & Development,4,Other,Male,4,Research Scientist,3,Married,20000,Yes,4,35,6,2,35,14,Master,High,Good,Outstanding,Lead
22,No,Travel_Rarely,Research & Development,2,Other,Male,5,Laboratory Technician,2,Single,20000,No,3,27,3,3,27,6,College,Medium,Better,Excellent,Executive
42,No,Travel_Frequently,Sales,3,Marketing,Male,2,Sales Representative,4,Divorced,13121,Yes,3,29,4,1,16,8,Bachelor,Very High,Bad,Excellent,Mid
58,No,Travel_Rarely,Sales,2,Marketing,Male,2,Sales Representative,2,Single,15891,Yes,3,39,4,3,39,9,College,Medium,Better,Excellent,Mid
48,No,Travel_Rarely,Human Resources,5,Human Resources,Male,5,Manager,1,Married,17600,Yes,4,34,3,4,2,2,Doctor,Low,Best,Outstanding,Executive
38,No,Travel_Rarely,Human Resources,1,Medical,Male,4,Manager,2,Single,16260,No,3,32,5,4,11,11,Below College,Medium,Best,Excellent,Lead
37,No,Travel_Rarely,Research & Development,4,Medical,Female,5,Research Director,2,Married,20000,Yes,3,38,1,4,38,6,Master,Medium,Best,Excellent,Executive
56,No,Travel_Rarely,Sales,5,Human Resources,Male,2,Sales Representative,2,Married,12660,No,3,15,4,3,11,4,Doctor,Medium,Better,Excellent,Mid
39,No,Travel_Rarely,Research & Development,5,Other,Male,4,Research Director,2,Divorced,19074,No,3,8,6,2,1,1,Doctor,Medium,Good,Excellent,Lead
21,No,Travel_Rarely,Research & Development,5,Medical,Male,2,Research Director,2,Married,13662,No,3,30,5,2,21,17,Doctor,Medium,Good,Excellent,Mid
30,Yes,Travel_Rarely,Sales,1,Human Resources,Female,4,Manager,1,Married,15398,No,4,22,0,1,22,10,Below College,Low,Bad,Outstanding,Lead
59,No,Travel_Rarely,Sales,3,Medical,Female,4,Sales Executive,1,Divorced,18269,No,4,30,5,3,29,14,Bachelor,Low,Better,Outstanding,Lead
37,No,Travel_Rarely,Research & Development,1,Human Resources,Female,5,Research Director,2,Married,17892,No,3,22,3,2,4,4,Below College,Medium,Good,Excellent,Executive
30,No,Non-Travel,Research & Development,3,Medical,Male,5,Laboratory Technician,2,Married,18510,No,3,8,5,1,8,4,Bachelor,Medium,Bad,Excellent,Executive
34,No,Travel_Rarely,Sales,5,Other,Male,5,Sales Representative,4,Married,19000,No,3,29,1,4,20,11,Doctor,Very High,Best,Excellent,Executive
53,No,Non-Travel,Sales,5,Marketing,Male,4,Sales Executive,1,Married,17074,Yes,4,10,3,4,10,3,Doctor,Low,Best,Outstanding,Lead
50,No,Non-Travel,Sales,4,Marketing,Female,4,Sales Executive,3,Divorced,17256,Yes,3,39,2,1,4,4,Master,High,Bad,Excellent,Lead
18,No,Travel_Rarely,Research & Development,3,Other,Female,2,Laboratory Technician,1,Single,13434,No,3,34,0,2,34,8,Bachelor,Low,Good,Excellent,Mid
32,No,Travel_Rarely,Sales,5,Medical,Female,3,Sales Executive,3,Married,15066,No,4,33,6,3,26,6,Doctor,High,Better,Outstanding,Senior
30,No,Non-Travel,Sales,2,Other,Female,5,Sales Executive,4,Married,16804,No,3,11,2,1,1,1,College,Very High,Bad,Excellent,Executive
34,Yes,Travel_Rarely,Research & Development,4,Human Resources,Female,2,Research Director,2,Divorced,12861,No,3,26,5,2,23,12,Master,Medium,Good,Excellent,Mid
41,Yes,Non-Travel,Sales,1,Marketing,Male,2,Manager,4,Divorced,13012,No,3,30,4,1,30,7,Below College,Very High,Bad,Excellent,Mid
25,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,2,Married,10868,No,3,32,5,2,32,11,Master,Medium,Good,Excellent,Junior
44,No,Non-Travel,Sales,2,Medical,Male,5,Sales Representative,1,Married,19000,Yes,3,38,6,4,38,18,College,Low,Best,Excellent,Executive
40,No,Travel_Rarely,Sales,3,Life Sciences,Male,2,Manager,2,Married,14306,No,3,29,6,1,29,0,Bachelor,Medium,Bad,Excellent,Mid
25,No,Travel_Rarely,Sales,1,Life Sciences,Male,1,Sales Representative,3,Married,12717,No,3,36,4,3,36,15,Below College,High,Better,Excellent,Junior
25,No,Travel_Rarely,Research & Development,1,Technical Degree,Male,5,Research Scientist,3,Divorced,20000,No,3,34,2,1,27,16,Below College,High,Bad,Excellent,Executive
43,No,Travel_Rarely,Human Resources,3,Life Sciences,Male,4,Manager,4,Divorced,17600,No,3,30,2,4,30,17,Bachelor,Very High,Best,Excellent,Lead
30,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,1,Divorced,11965,No,3,30,4,4,10,10,Master,Low,Best,Excellent,Junior
56,No,Travel_Frequently,Research & Development,5,Other,Male,4,Laboratory Technician,3,Single,18282,No,4,22,1,2,22,17,Doctor,High,Good,Outstanding,Lead
54,No,Travel_Rarely,Research & Development,4,Technical Degree,Male,3,Laboratory Technician,4,Divorced,15193,No,3,11,0,4,1,1,Master,Very High,Best,Excellent,Senior
45,No,Travel_Rarely,Sales,2,Technical Degree,Male,3,Sales Executive,1,Divorced,17169,No,3,39,3,2,39,17,College,Low,Good,Excellent,Senior
42,Yes,Travel_Rarely,Sales,5,Technical Degree,Male,3,Sales Executive,1,Married,16658,No,3,32,2,4,26,7,Doctor,Low,Best,Excellent,Senior
33,No,Travel_Rarely,Human Resources,4,Human Resources,Male,3,Human Resources,4,Married,16246,No,4,34,0,2,34,5,Master,Very High,Good,Outstanding,Senior
19,No,Travel_Rarely,Sales,3,Technical Degree,Male,2,Manager,3,Married,13948,No,3,39,3,3,1,1,Bachelor,High,Better,Excellent,Mid
35,No,Travel_Rarely,Sales,2,Other,Female,3,Manager,3,Married,14716,Yes,3,38,5,2,38,9,College,High,Good,Excellent,Senior
34,No,Travel_Rarely,Sales,2,Human Resources,Female,2,Manager,4,Divorced,13000,No,4,37,3,2,36,10,College,Very High,Good,Outstanding,Mid
47,No,Travel_Rarely,Sales,2,Medical,Female,2,Sales Representative,3,Married,12203,No,3,27,2,3,20,12,College,High,Better,Excellent,Mid
56,No,Travel_Rarely,Sales,5,Human Resources,Female,5,Manager,4,Married,19000,No,4,14,1,2,4,4,Doctor,Very High,Good,Outstanding,Executive
30,No,Non-Travel,Research & Development,1,Medical,Male,2,Healthcare Representative,3,Divorced,13909,No,4,22,1,2,20,6,Below College,High,Good,Outstanding,Mid
49,Yes,Non-Travel,Research & Development,5,Technical Degree,Female,2,Research Director,3,Married,14916,No,4,28,0,3,28,8,Doctor,High,Better,Outstanding,Mid
46,No,Travel_Rarely,Human Resources,4,Technical Degree,Male,3,Manager,4,Divorced,14754,No,3,19,5,4,19,12,Master,Very High,Best,Excellent,Senior
47,No,Travel_Frequently,Research & Development,1,Medical,Male,2,Healthcare Representative,4,Married,15442,No,3,37,0,1,37,2,Below College,Very High,Bad,Excellent,Mid
35,Yes,Travel_Rarely,Sales,4,Marketing,Female,4,Sales Executive,3,Married,15594,No,4,19,4,2,19,2,Master,High,Good,Outstanding,Lead
30,No,Travel_Frequently,Sales,1,Other,Male,3,Manager,4,Single,15514,No,3,24,1,4,24,0,Below College,Very High,Best,Excellent,Senior
38,No,Travel_Rarely,Research & Development,5,Human Resources,Female,1,Research Scientist,3,Married,13447,No,3,38,0,1,1,1,Doctor,High,Bad,Excellent,Junior
47,Yes,Travel_Rarely,Research & Development,2,Other,Female,3,Healthcare Representative,2,Married,16084,No,3,31,4,3,31,1,College,Medium,Better,Excellent,Senior
38,No,Travel_Rarely,Sales,3,Other,Female,2,Manager,1,Divorced,11574,No,3,27,5,2,25,2,Bachelor,Low,Good,Excellent,Mid
34,No,Non-Travel,Research & Development,2,Life Sciences,Female,4,Research Scientist,1,Single,13049,No,3,13,6,2,5,5,College,Low,Good,Excellent,Lead
57,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,3,Research Director,3,Married,16274,No,3,16,3,3,2,2,Doctor,High,Better,Excellent,Senior
36,No,Travel_Frequently,Research & Development,1,Human Resources,Male,4,Research Scientist,1,Single,19683,Yes,3,32,0,2,32,12,Below College,Low,Good,Excellent,Lead
32,Yes,Travel_Rarely,Research & Development,2,Other,Male,1,Research Scientist,3,Married,12745,Yes,3,33,4,1,0,0,College,High,Bad,Excellent,Junior
26,No,Travel_Rarely,Sales,5,Human Resources,Male,1,Manager,4,Divorced,11451,Yes,3,21,1,1,4,4,Doctor,Very High,Bad,Excellent,Junior
27,No,Travel_Rarely,Human Resources,4,Other,Female,5,Human Resources,2,Married,15130,No,3,12,3,3,12,12,Master,Medium,Better,Excellent,Executive
48,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,5,Research Director,1,Married,16399,Yes,3,18,0,2,18,0,Bachelor,Low,Good,Excellent,Executive
40,Yes,Travel_Rarely,Sales,2,Other,Female,3,Manager,1,Married,14094,Yes,3,20,1,4,11,1,College,Low,Best,Excellent,Senior
47,No,Travel_Rarely,Human Resources,1,Medical,Male,5,Manager,4,Single,17600,Yes,3,36,6,2,24,14,Below College,Very High,Good,Excellent,Executive
50,No,Travel_Rarely,Research & Development,4,Technical Degree,Male,4,Healthcare Representative,2,Married,20000,No,3,34,3,3,34,13,Master,Medium,Better,Excellent,Lead
26,No,Travel_Frequently,Human Resources,5,Human Resources,Male,5,Human Resources,2,Married,17600,Yes,3,25,2,4,11,11,Doctor,Medium,Best,Excellent,Executive
18,No,Travel_Rarely,Research & Development,3,Marketing,Male,4,Research Director,2,Married,19643,No,3,29,1,1,29,10,Bachelor,Medium,Bad,Excellent,Lead
52,No,Non-Travel,Research & Development,1,Other,Female,5,Research Director,4,Divorced,17226,Yes,3,15,2,1,4,4,Below College,Very High,Bad,Excellent,Executive
28,No,Non-Travel,Sales,5,Medical,Male,5,Manager,1,Divorced,19000,No,3,33,5,4,33,5,Doctor,Low,Best,Excellent,Executive
51,No,Travel_Rarely,Sales,5,Technical Degree,Male,5,Sales Representative,1,Divorced,19000,No,3,30,0,4,21,19,Doctor,Low,Best,Excellent,Executive
33,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Healthcare Representative,2,Divorced,15630,No,3,38,6,3,38,8,College,Medium,Better,Excellent,Mid
26,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,2,Laboratory Technician,4,Divorced,12975,No,4,31,4,2,12,4,College,Very High,Good,Outstanding,Mid
49,No,Travel_Rarely,Sales,1,Human Resources,Female,5,Sales Representative,4,Married,16999,No,3,15,0,1,2,2,Below College,Very High,Bad,Excellent,Executive
32,No,Travel_Rarely,Sales,5,Human Resources,Male,4,Sales Representative,4,Single,17402,No,4,19,1,2,19,1,Doctor,Very High,Good,Outstanding,Lead
29,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Research Scientist,2,Married,16869,No,3,30,2,1,30,5,College,Medium,Bad,Excellent,Senior
50,No,Travel_Rarely,Human Resources,3,Medical,Male,1,Manager,4,Divorced,11495,No,3,39,2,2,4,4,Bachelor,Very High,Good,Excellent,Junior
31,Yes,Travel_Rarely,Research & Development,3,Human Resources,Male,2,Research Director,2,Single,15299,Yes,3,36,3,1,23,18,Bachelor,Medium,Bad,Excellent,Mid
25,No,Non-Travel,Sales,5,Medical,Female,5,Sales Representative,2,Single,19000,No,3,39,0,2,39,8,Doctor,Medium,Good,Excellent,Executive
25,Yes,Travel_Rarely,Sales,2,Medical,Female,1,Manager,2,Single,10897,Yes,3,32,0,3,32,5,College,Medium,Better,Excellent,Junior
44,No,Travel_Rarely,Sales,1,Technical Degree,Male,2,Sales Representative,3,Married,11955,No,3,19,1,1,7,7,Below College,High,Bad,Excellent,Mid
